sku,listingId,donor,rule,engine,n_vehicles,sources,models,action,reason
42587,407087240248,,,,,,,skip,category 107062 never renders fitment on eBay
45833,407087238686,,,,,,,skip,category 258038 never renders fitment on eBay
44786,407087237636,,,,,,,skip,category 179671 never renders fitment on eBay
42779,407087236881,,,,,,,skip,category 107062 never renders fitment on eBay
43987,407087234788,,,,,,,skip,category 107062 never renders fitment on eBay
43674,407087234462,BMW None [F48],B,,,,,review,Rule B on F48 needs an engine or donor model.
44689,407087234345,,,,,,,skip,category 258038 never renders fitment on eBay
47186,407087232403,,,,,,,skip,category 21647 never renders fitment on eBay
46286,407087232095,,,,,,,skip,category 179671 never renders fitment on eBay
47133,407087229271,BMW None [F32],B,,,,,review,Rule B on F32 needs an engine or donor model.
46287,407087229384,,,,,,,skip,category 179671 never renders fitment on eBay
46833,407087228969,,,,,,,skip,category 179671 never renders fitment on eBay
46519,407087228078,,,,,,,skip,category 179671 never renders fitment on eBay
47010,407087228247,,,,,,,skip,category 38771 never renders fitment on eBay
46900,407087226264,,,,,,,skip,category 107062 never renders fitment on eBay
45678,407087226788,,,,,,,skip,category 107062 never renders fitment on eBay
47153,407087226733,,,,,,,skip,category 107062 never renders fitment on eBay
45587,407087225589,,,,,,,skip,category 179671 never renders fitment on eBay
46909,407087224746,,,,,,,skip,category 107062 never renders fitment on eBay
48024,407087198909,,,,,,,skip,category 107062 never renders fitment on eBay
47378,407087223771,,,,,,,skip,category 107062 never renders fitment on eBay
46197,407087223378,,,,,,,skip,category 169395 never renders fitment on eBay
49042,407087223159,BMW None [E88],B,,,,,review,Rule B on E88 needs an engine or donor model.
48760,407087223226,,,,,,,skip,category 258038 never renders fitment on eBay
46880,407087222234,,,,,,,skip,category 169395 never renders fitment on eBay
46211,407087221270,BMW None [F16],B,,,,,review,Rule B on F16 needs an engine or donor model.
47243,407087221114,,,,,,,skip,category 174119 never renders fitment on eBay
47306,407087220666,,,,,,,skip,category 107062 never renders fitment on eBay
47375,407087220070,,,,,,,skip,category 179671 never renders fitment on eBay
46479,407087219823,,,,,,,skip,category 107062 never renders fitment on eBay
46823,407087219688,BMW None [G20],B,,,,,review,Rule B on G20 needs an engine or donor model.
46857,407087219422,,,,,,,skip,category 107062 never renders fitment on eBay
46979,407087219129,,,,,,,skip,category 179671 never renders fitment on eBay
46513,407087218831,,,,,,,skip,category 179671 never renders fitment on eBay
46190,407087218924,,,,,,,skip,category 174119 never renders fitment on eBay
46827,407087218357,,,,,,,skip,category 38771 never renders fitment on eBay
47246,407087218111,,,,,,,skip,category 169395 never renders fitment on eBay
46953,407087217720,,,,,,,skip,category 258038 never renders fitment on eBay
47376,407087217565,,,,,,,skip,category 179671 never renders fitment on eBay
45679,407087217613,,,,,,,skip,category 107062 never renders fitment on eBay
49019,407087217199,,,,,,,skip,category 107062 never renders fitment on eBay
46518,407087216807,,,,,,,skip,category 179671 never renders fitment on eBay
48868,407087216282,BMW None [G01],B,,,,,review,Rule B on G01 needs an engine or donor model.
46774,407087215226,BMW None [F25],B,,,,,review,Rule B on F25 needs an engine or donor model.
46836,407087214410,,,,,,,skip,category 179671 never renders fitment on eBay
46980,407087214333,,,,,,,skip,category 38771 never renders fitment on eBay
46837,407087214343,,,,,,,skip,category 179671 never renders fitment on eBay
46514,407087213092,,,,,,,skip,category 179671 never renders fitment on eBay
46512,407087212283,,,,,,,skip,category 179671 never renders fitment on eBay
48908,407087211612,,,,,,,skip,category 169395 never renders fitment on eBay
47303,407087212036,,,,,,,skip,category 107062 never renders fitment on eBay
48758,407087211656,,,,,,,skip,category 107062 never renders fitment on eBay
47223,407087211456,,,,,,,skip,category 107062 never renders fitment on eBay
45588,407087211259,,,,,,,skip,category 179671 never renders fitment on eBay
48880,407087210841,,,,,,,skip,category 21647 never renders fitment on eBay
46856,407087210799,,,,,,,skip,category 258038 never renders fitment on eBay
46331,407087210136,,,,,,,skip,category 107062 never renders fitment on eBay
46517,407087210023,,,,,,,skip,category 179671 never renders fitment on eBay
47274,407087209337,,,,,,,skip,category 258038 never renders fitment on eBay
48769,407087209095,,,,,,,skip,category 33643 never renders fitment on eBay
47224,407087208935,,,,,,,skip,category 107062 never renders fitment on eBay
46870,407087207608,BMW None [F25],B,,,,,review,Rule B on F25 needs an engine or donor model.
46591,407087206902,,,,,,,skip,category 258038 never renders fitment on eBay
48870,407087203836,,,,,,,skip,category 107062 never renders fitment on eBay
45681,407087203834,,,,,,,skip,category 107062 never renders fitment on eBay
47235,407087203634,,,,,,,skip,category 174119 never renders fitment on eBay
47159,407087203384,,,,,,,skip,category 169395 never renders fitment on eBay
51836,407087202114,BMW None [G20],B,,,,,review,Rule B on G20 needs an engine or donor model.
52187,407087201578,,,,,,,skip,category 107062 never renders fitment on eBay
50271,407087201380,,,,,,,skip,category 107062 never renders fitment on eBay
51791,407087200053,,,,,,,skip,category 107062 never renders fitment on eBay
50315,407087199502,,,,,,,skip,category 258038 never renders fitment on eBay
51807,407087199551,BMW None [G20],B,,,,,review,Rule B on G20 needs an engine or donor model.
52075,407087199274,BMW None [G12],B,,,,,review,Rule B on G12 needs an engine or donor model.
50644,407087199488,,,,,,,skip,category 107062 never renders fitment on eBay
49970,407087199485,,,,,,,skip,category 107062 never renders fitment on eBay
50290,407087199480,,,,,,,skip,category 174119 never renders fitment on eBay
51219,407087199280,,,,,,,skip,category 38771 never renders fitment on eBay
51819,407087199103,,,,,,,skip,category 107062 never renders fitment on eBay
51620,407087198880,,,,,,,skip,category 38771 never renders fitment on eBay
49932,407087198394,BMW None [F15],B,,,,,review,Rule B on F15 needs an engine or donor model.
49430,407087198303,,,,,,,skip,category 174119 never renders fitment on eBay
48618,407087197935,BMW None [F15],A,,5,chassis,X5,pushed,not under an engine branch (Car & Truck Parts & Accessories > Interior Parts & Accessories > Switches & Controls)
48119,407087197894,,,,,,,skip,category 107062 never renders fitment on eBay
50276,407087197798,,,,,,,skip,already 776 vehicles (multi-fit/expanded)
51353,407087197814,,,,,,,skip,already 43 vehicles (multi-fit/expanded)
50838,407087197757,,,,,,,skip,already 12 vehicles (multi-fit/expanded)
49707,407087197789,,,,,,,skip,already 160 vehicles (multi-fit/expanded)
48255,407087197829,,,,,,,skip,already 30 vehicles (multi-fit/expanded)
49863,407087197696,,,,,,,skip,already 27 vehicles (multi-fit/expanded)
49395,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
50828,407087197710,,,,,,,skip,already 356 vehicles (multi-fit/expanded)
47964,407087197741,,,,,,,skip,already 24 vehicles (multi-fit/expanded)
51593,,,,,,,,skip,no published offer (offer exists but not PUBLISHED (ended/sold?))
51365,407087197564,,,,,,,skip,already 256 vehicles (multi-fit/expanded)
48326,407087197611,BMW None [F32],A,,254,chassis+etk,"228i,228i xDrive,230i,230i xDrive,320i,320i xDrive,328d,328d xDrive,328i,328i xDrive,330e,330i,330i xDrive,335i,335i xDrive,340i,340i xDrive,428i,428i xDrive,430i,430i xDrive,435i,435i xDrive,440i,440i xDrive,740Ld xDrive,740Li,740Li xDrive,740i,750Li,750Li xDrive,750i,750i xDrive,760Li,ActiveHybrid 3,ActiveHybrid 7,Alpina B7,Alpina B7 xDrive,Alpina B7L,Alpina B7L xDrive,M2,M235i,M235i xDrive,M240i,M240i xDrive,M3,M4,M5,M6,X3,X4",pushed,not under an engine branch (Car & Truck Parts & Accessories > Steering & Suspension > Other Steering & Suspension Parts) (+248 ETK rows) [catalog: 14 dropped_vehicle]
50999,407087197601,BMW None [F44],A,,11,chassis,"228i xDrive Gran Coupe,M235i xDrive Gran Coupe",pushed,"not under an engine branch (Car & Truck Parts & Accessories > Interior Parts & Accessories > Floor Mats, Carpets & Cargo Liners) [catalog: 1 dropped_vehicle]"
51048,407087197624,BMW X1 [F48],A,,7,chassis,X1,pushed,"not under an engine branch (Car & Truck Parts & Accessories > Steering & Suspension > Shocks, Struts & Assemblies)"
49710,407087197546,,,,,,,skip,already 160 vehicles (multi-fit/expanded)
50402,407087197477,,,,,,,skip,already 156 vehicles (multi-fit/expanded)
48032,407087197559,,,,,,,skip,already 107 vehicles (multi-fit/expanded)
50498,407087197648,,,,,,,skip,no Shopify donor for SKU
51850,407087197451,BMW None [G20],A,,64,chassis+etk,"330e,330e xDrive,330i,330i xDrive,530e,530e xDrive,530i,530i xDrive,540d xDrive,540i,540i xDrive,M340i,M340i xDrive,M5,M550i xDrive",pushed,not under an engine branch (Car & Truck Parts & Accessories > Exterior Parts & Accessories > Exterior Locks & Lock Hardware) (+23 ETK rows) [catalog: 7 dropped_vehicle]
49297,407087197431,,,,,,,skip,already 49 vehicles (multi-fit/expanded)
49613,407087197433,BMW None [G01],A,,72,chassis+etk,"330i,330i xDrive,530e,530e xDrive,530i,530i xDrive,540d xDrive,540i,540i xDrive,740e xDrive,740i,740i xDrive,750i,750i xDrive,Alpina B7,M5,M550i xDrive,M760i xDrive,M850i xDrive,X3,X4",pushed,not under an engine branch (Car & Truck Parts & Accessories > Interior Parts & Accessories > Switches & Controls) (+71 ETK rows)
48456,407087197429,,,,,,,skip,no Shopify donor for SKU
50427,407087197420,BMW None [F30],A,,31,chassis,"320i,320i xDrive,328d,328i,330i,335i,340i,ActiveHybrid 3",pushed,"not under an engine branch (Car & Truck Parts & Accessories > Exterior Parts & Accessories > Doors, Trunk Lids & Hatches > Door Handles) [catalog: 19 dropped_vehicle]"
49957,407087197346,,,,,,,skip,already 898 vehicles (multi-fit/expanded)
50569,407087197442,,,,,,,skip,no Shopify donor for SKU
50532,407087197434,,,,,,,skip,no Shopify donor for SKU
50994,407087197298,,,,,,,skip,already 3 vehicles (multi-fit/expanded)
48337,407087197313,,,,,,,skip,already 84 vehicles (multi-fit/expanded)
49882,407087195890,,,,,,,skip,already 32 vehicles (multi-fit/expanded)
50225,407087197325,,,,,,,skip,already 83 vehicles (multi-fit/expanded)
52139,407087197229,,,,,,,skip,already 222 vehicles (multi-fit/expanded)
48180,407087197343,,,,,,,skip,already 414 vehicles (multi-fit/expanded)
51347,407087197233,,,,,,,skip,already 29 vehicles (multi-fit/expanded)
49166,407087197201,,,,,,,skip,already 152 vehicles (multi-fit/expanded)
52356,407087197331,BMW None [G05],A,,22,chassis+etk,"X5,X7",pushed,not under an engine branch (Car & Truck Parts & Accessories > Interior Parts & Accessories > Window Motors & Regulators) (+21 ETK rows)
48628,407087197148,,,,,,,skip,already 27 vehicles (multi-fit/expanded)
50307,407087197092,,,,,,,skip,already 223 vehicles (multi-fit/expanded)
52000,407087196979,,,,,,,skip,already 122 vehicles (multi-fit/expanded)
52374,407087197210,BMW None [G05],A,,14,chassis+etk,"330i,330i xDrive,X5",pushed,not under an engine branch (Car & Truck Parts & Accessories > Advanced Driver Assistance Systems > Parking Assistance > Parking Cameras) (+6 ETK rows)
50852,407087197065,BMW None [F34],B,,,,,review,Rule B on F34 needs an engine or donor model.
48116,407087197048,,,,,,,skip,already 1097 vehicles (multi-fit/expanded)
52011,407087197137,BMW None [G12],A,,78,chassis+etk,"530i,530i xDrive,540i,540i xDrive,640i xDrive,740e xDrive,740i,740i xDrive,750Li,750i,750i xDrive,Alpina B7,M550i xDrive,M760i xDrive,M850i xDrive,X1,X2,X3,X4,X7",pushed,not under an engine branch (Car & Truck Parts & Accessories > Interior Parts & Accessories > Switches & Controls) (+69 ETK rows) [catalog: 25 dropped_vehicle]
47846,407087196984,BMW None [G12],A,,11,chassis,"740i,750Li,Alpina B7",pushed,not under an engine branch (Car & Truck Parts & Accessories > Interior Parts & Accessories > Interior Safety > Airbags) [catalog: 25 dropped_vehicle]
50640,407087197083,,,,,,,skip,category 107062 never renders fitment on eBay
49554,407087196874,BMW X3 [G01],A,,7,chassis,X3,pushed,"not under an engine branch (Car & Truck Parts & Accessories > Exterior Parts & Accessories > Wipers & Washers > Washer Pumps, Reservoirs & Nozzles)"
51354,407087196843,,,,,,,skip,already 4 vehicles (multi-fit/expanded)
51887,407087196719,,,,,,,skip,already 37 vehicles (multi-fit/expanded)
47680,407087196859,,,,,,,skip,already 29 vehicles (multi-fit/expanded)
49645,407087196648,,,,,,,skip,already 17 vehicles (multi-fit/expanded)
49422,407087196962,,,,,,,skip,category 38771 never renders fitment on eBay
49867,407087196679,,,,,,,skip,already 2 vehicles (multi-fit/expanded)
